x,y,r1r2 ZNCC,r2_x,r2_y,ref_x,ref_y,ref_z
650,250,0.9982608,552.2211304,161.8409119,-32.2949028,-40.87178802,654.8631592
655,250,0.99807507,557.6223755,162.0127411,-31.98454094,-40.86851883,654.7918701
660,250,0.99802929,563.0012817,162.2712402,-31.67426682,-40.86290359,654.723877
665,250,0.99816567,568.380127,162.4310913,-31.36419296,-40.86014557,654.6551514
670,250,0.99836761,573.9360352,162.6841126,-31.05272865,-40.85300827,654.5597534
675,250,0.99842823,579.3800659,162.8819275,-30.74224854,-40.8484993,654.4807739
680,250,0.99837846,584.7506104,163.0700989,-30.43233109,-40.844944,654.4126587
685,250,0.99821973,590.1643677,163.326416,-30.12209702,-40.83895493,654.3379517
690,250,0.99755472,595.6123047,163.6082611,-29.81169319,-40.8318634,654.2574463
695,250,0.99747396,601.1351318,163.7359619,-29.50094032,-40.8286171,654.1653442
700,250,0.99773169,606.5357666,163.9391174,-29.19102669,-40.82425308,654.0914307
705,250,0.99752092,611.9351807,164.1401978,-28.88117981,-40.81994629,654.0175781
710,250,0.99777198,617.4365234,164.3209534,-28.57077408,-40.81524658,653.9275513
715,250,0.99810594,622.8685913,164.5381165,-28.26079559,-40.81012344,653.8481445
720,250,0.99794739,628.2463379,164.8134766,-27.95120239,-40.80374908,653.7766113
725,250,0.99857259,633.6520386,165.0220947,-27.64154243,-40.79908371,653.7006226
730,250,0.99841964,639.0640259,165.2638245,-27.33188629,-40.79334259,653.623169
735,250,0.99835134,644.4509277,165.43013,-27.02248192,-40.79005432,653.5494385
740,250,0.99824339,649.9221802,165.636322,-26.71260071,-40.78477859,653.4625855
745,250,0.99821389,655.2885132,165.8370972,-26.40341949,-40.78060913,653.3910523
750,250,0.99842024,660.7119141,166.0259399,-26.09398651,-40.77624512,653.310791
755,250,0.99833262,666.1288452,166.218689,-25.78463745,-40.77180862,653.2311401
760,250,0.9985832,671.5392456,166.4074554,-25.47538567,-40.76753235,653.1523438
765,250,0.99859923,676.9122315,166.6787415,-25.16633224,-40.7611351,653.0787354
770,250,0.99855727,682.2928467,166.9120636,-24.8573494,-40.75577545,653.0039063
775,250,0.99790424,687.6379395,167.0825043,-24.54864502,-40.75259018,652.934082
780,250,0.99817353,693.0507202,167.3040161,-24.23959351,-40.74723053,652.8536377
785,250,0.99755317,698.4272461,167.5087891,-23.93084526,-40.74268723,652.7783203
790,250,0.99842662,703.8202515,167.7279663,-23.62203598,-40.73754501,652.7001953
795,250,0.99857974,709.2351685,167.9411621,-23.31314278,-40.73236084,652.6187134
800,250,0.99847299,714.6046753,168.1415405,-23.00456429,-40.72795105,652.5437012
805,250,0.99828553,720.0033569,168.2847595,-22.69597816,-40.72494888,652.4638672
810,250,0.99820369,725.3690796,168.6060486,-22.38750267,-40.71694183,652.388794
815,250,0.99808109,730.7407227,168.8317566,-22.07909775,-40.71169662,652.312561
820,250,0.99813282,736.085144,169.0075836,-21.77090836,-40.70817566,652.2402344
825,250,0.99833381,741.4112549,169.1954346,-21.46290016,-40.70444107,652.1702271
830,250,0.9981994,746.7640381,169.4225464,-21.15478706,-40.69926453,652.0960083
835,250,0.99844271,752.142395,169.6690064,-20.84657288,-40.69326019,652.0175171
840,250,0.99838871,757.5095215,169.8886414,-20.53849792,-40.68814468,651.9404907
845,250,0.99811947,762.8551025,170.0466309,-20.23062134,-40.68503571,651.8664551
850,250,0.998025,768.2327881,170.2615051,-19.92266273,-40.67990875,651.7871094
855,250,0.997962,773.6235962,170.4766541,-19.61465836,-40.67463303,651.7056885
860,250,0.99792683,778.9498901,170.7007752,-19.30701828,-40.66967392,651.633667
865,250,0.99775773,784.3167725,170.9256897,-18.99924469,-40.66429901,651.5551758
870,250,0.99704707,789.708374,171.0853272,-18.69153976,-40.66060638,651.4726563
875,250,0.99605298,795.065918,171.3162231,-18.38390923,-40.65509415,651.3950806
880,250,0.99649763,800.4041138,171.5541534,-18.07646179,-40.6495285,651.3200073
885,250,0.99595672,805.7133179,171.797821,-17.76919556,-40.64404297,651.2490845
890,250,0.99679577,811.0998535,172.0666657,-17.46162796,-40.63708496,651.1663818
895,250,0.99684006,816.4191284,172.2012787,-17.15453529,-40.63468933,651.0931397
900,250,0.99730313,821.7346191,172.3823853,-16.84746933,-40.63093567,651.0204468
905,250,0.99739772,827.0935059,172.5812531,-16.54027176,-40.62625122,650.940979
910,250,0.99626827,832.3023682,172.865509,-16.2336483,-40.6203804,650.8838501
915,250,0.99504834,837.4879761,172.9018097,-15.92738533,-40.62206268,650.829834
920,250,0.99071807,842.8892822,173.1298523,-15.62020493,-40.61603546,650.7428589
925,250,0.99604219,848.3817139,173.4839172,-15.31258965,-40.60543442,650.6420898
930,250,0.99772727,853.6928101,173.7335358,-15.00587845,-40.59957123,650.5682983
935,250,0.99835134,858.999939,173.8977051,-14.69928169,-40.59625244,650.494751
940,250,0.99772656,864.3013306,174.0033264,-14.39287186,-40.5946846,650.4215088
945,250,0.99706912,869.6381226,174.3262634,-14.086133,-40.58636856,650.3432617
950,250,0.99561948,875.0844116,174.6272125,-13.77916431,-40.57764816,650.2478027
955,250,0.98728961,880.5754395,174.4415588,-13.47256947,-40.58291626,650.1449585
960,250,0.98895073,885.9343872,174.8626099,-13.16593361,-40.57141113,650.0621948
965,250,0.98869753,891.2061157,175.0449219,-12.85984707,-40.56776047,649.9923706
970,250,0.98266846,896.4781494,175.2093201,-12.55384064,-40.56461716,649.9221191
975,250,0.99304175,901.4912109,175.6474609,-12.24838161,-40.55574036,649.8911743
980,250,0.99110627,906.8082275,175.8134155,-11.94235611,-40.55209732,649.8134766
985,250,0.98528063,912.1376953,175.9815826,-11.63631821,-40.54826355,649.7337647
990,250,0.97832054,917.2778931,176.0230103,-11.33102989,-40.54989243,649.682251
995,250,0.96139848,922.5852661,176.4485169,-11.02496719,-40.53858566,649.6053467
1000,250,0.92412531,928.2125244,176.1543884,-10.71880913,-40.54564285,649.4792481
1005,250,0.9110356,933.0283814,176.7229767,-10.4139595,-40.53460312,649.4767456
1010,250,0.94002992,938.3920288,177.0628204,-10.10806656,-40.52523804,649.3902588
1015,250,0.8770498,944.1321411,176.8505554,-9.8018198,-40.52877045,649.2460938
1020,250,0.62159491,948.2806397,175.4462128,-9.50044727,-40.58240128,649.3428955
1025,250,0.87812823,954.56604,178.2633362,-9.1903677,-40.49091339,649.1170044
1030,250,0.91015625,959.9718018,178.7824097,-8.88451385,-40.47574997,649.0230713
1035,250,0.93991703,965.2860107,178.4768066,-8.57967854,-40.48590851,648.9424439
1040,250,0.88046914,970.1497192,178.1668396,-8.27579689,-40.50035095,648.9301148
1045,250,0.89412189,978.5396729,178.1932831,-7.96499252,-40.47211075,648.3809815
1050,250,0.91759026,985.2645264,179.788208,-7.65633059,-40.41274643,648.0859985
1055,250,0.77825963,985.7335205,178.9718933,-7.36085749,-40.48284912,648.7410889
1060,250,0.82228363,985.1366577,181.7995606,-7.06323624,-40.45464325,649.5621338
1065,250,0.20179409,979.8862305,180.6224976,-6.775846,-40.58903503,651.0966187
1070,250,0.76884532,1002.093933,179.7012329,-6.44531631,-40.46022415,648.4313355
1075,250,0.93109208,1007.474609,180.0419006,-6.14029551,-40.45042801,648.3387451
1080,250,0.92804849,1011.615601,180.5062256,-5.83702326,-40.44841003,648.4345093
1085,250,0.78727376,1016.641541,180.3981628,-5.53298712,-40.45518494,648.3950806
1090,250,0.85106212,1021.079834,180.4678497,-5.22955275,-40.46211624,648.4450073
1095,250,0.40240383,1028.641113,176.7991943,-4.92608738,-40.55105591,648.0157471
1100,250,0.11877578,1041.981934,172.1673584,-4.61792183,-40.61461639,646.7067261
1105,250,0.89699149,1037.481201,180.6257172,-4.315907,-40.45565796,648.1224976
1110,250,0.88633108,1041.52124,181.2100525,-4.01237297,-40.45091629,648.2323608
1115,250,0.26687121,1048.385132,178.473053,-3.70948219,-40.51863861,647.9091187
1120,250,0.76689339,1055.185425,184.7021179,-3.39857006,-40.32043839,647.6009522
1125,250,0.68435013,1057.756226,184.0267181,-3.09733772,-40.36665344,647.9328613
1130,250,0.68223327,1060.812988,180.667572,-2.7979517,-40.48828506,648.1896362
1135,250,0.64275682,1067.802368,181.1446228,-2.49255395,-40.45920944,647.8480835
1140,250,0.52546275,1072.301758,184.578125,-2.18597412,-40.36529922,647.8878784
1145,250,0.20715052,1084.403198,189.4938812,-1.87496626,-40.15690994,646.7686157
1150,250,0.71628165,1087.258789,180.6275635,-1.58060515,-40.4438858,647.0518189
1155,250,0.79133064,1092.265869,183.0005188,-1.27512515,-40.37681961,647.0129395
1160,250,0.98360336,1096.743164,183.186615,-0.97192281,-40.37962723,647.0527344
1165,250,0.99827594,1101.952026,183.4368591,-0.66844898,-40.37374115,646.9811401
1170,250,0.9982878,1107.192261,183.6295471,-0.36510774,-40.36924744,646.904419
1175,250,0.99825484,1112.44873,183.8508606,-0.06184715,-40.36372757,646.824707
1180,250,0.99800265,1117.634644,184.0572815,0.24137558,-40.35929871,646.7556152
1185,250,0.99764228,1122.841187,184.2674103,0.54449153,-40.35453033,646.6831055
1190,250,0.99806798,1128.107544,184.4824219,0.84751868,-40.34903336,646.6010132
1195,250,0.99818015,1133.334839,184.6562958,1.15051603,-40.34514618,646.5248413
1200,250,0.99816042,1138.520386,184.8413696,1.45342278,-40.34126663,646.4547119
1205,250,0.99812245,1143.769409,185.0497437,1.75622451,-40.3360672,646.3743897
1210,250,0.99768841,1148.904053,185.3454742,2.05913019,-40.32934189,646.3115234
1215,250,0.99801779,1154.075073,185.5238037,2.36184382,-40.32574081,646.2427979
1220,250,0.99813521,1159.391846,185.675293,2.66432786,-40.32154846,646.1512451
1225,250,0.99810392,1164.609253,185.9000092,2.96694994,-40.31611252,646.0750122
1230,250,0.99810243,1169.833496,186.132843,3.26946592,-40.31033325,645.9973145
1235,250,0.99524593,1174.919189,186.3823242,3.57202005,-40.30532074,645.9402466
1240,250,0.99771887,1180.110962,186.5432892,3.8743279,-40.30192947,645.8668213
1245,250,0.99805999,1185.40625,186.7049103,4.17646646,-40.29754639,645.7772217
1250,250,0.99805534,1190.617798,186.9189301,4.4786725,-40.29237366,645.7003784
1255,250,0.9981969,1195.796509,187.1646729,4.78091526,-40.2865448,645.6282959
1260,250,0.99806398,1200.916138,187.30867,5.08299351,-40.28425598,645.5646362
1265,250,0.99822432,1206.187744,187.4863586,5.38486624,-40.27952957,645.4775391
1270,250,0.99825197,1211.376587,187.6893005,5.68681288,-40.27483368,645.4031982
1275,250,0.99343789,1216.555664,187.8788147,5.98868561,-40.27057648,645.3295898
1280,250,0.9920001,1221.734619,188.2262878,6.29060555,-40.26159668,645.2560425
1285,250,0.99302524,1226.918945,188.4238586,6.59230614,-40.25701523,645.1812134
1290,250,0.99351442,1232.072388,188.5689697,6.89397287,-40.25428391,645.1109619
1295,250,0.99803233,1237.237427,188.7721863,7.19555855,-40.24965286,645.0383301
1300,250,0.99736077,1242.471924,189.0020752,7.49701118,-40.24359894,644.9552002
1305,250,0.99689937,1247.676392,189.1994934,7.79839563,-40.23876572,644.8762207
1310,250,0.99749374,1252.800415,189.3586578,8.09982395,-40.23579025,644.8092651
1315,250,0.99758071,1257.920532,189.535141,8.40116024,-40.23230743,644.7423096
1320,250,0.99788606,1263.101074,189.7620697,8.70244026,-40.22676468,644.6663818
1325,250,0.99831337,1268.277344,189.9224243,9.00353432,-40.22320938,644.5905151
1330,250,0.99804306,1273.332764,190.1430359,9.30491447,-40.21896744,644.532959
1335,250,0.9954583,1278.484863,190.3845215,9.60599518,-40.21317673,644.4602661
1340,250,0.96546805,1284.043213,190.9766083,9.90637779,-40.19314575,644.3256226
1345,250,0.96686107,1291.578247,190.7936096,10.20116234,-40.17784882,643.888916
1350,250,0.98448539,1299.99646,191.0686035,10.49374008,-40.14071655,643.3182983
1355,250,0.99208826,1308.231445,191.382843,10.78628445,-40.10411072,642.7758179
1360,250,0.99349457,1316.330688,191.6593933,11.07864475,-40.06992722,642.2543335
1365,250,0.9928956,1324.259155,191.8824005,11.37095833,-40.03892899,641.7590332
1370,250,0.99312764,1332.270386,192.1605835,11.66261578,-40.0055275,641.2513428
1375,250,0.99447143,1340.191528,192.4618225,11.95406151,-39.97227859,640.7575073
1380,250,0.99534684,1348.038696,192.6129761,12.24514103,-39.94419861,640.2751465
1385,250,0.99502212,1355.772217,192.8499756,12.53617096,-39.91461182,639.8099976
1390,250,0.99527216,1363.556274,193.201767,12.82676983,-39.88117981,639.3377075
1395,250,0.99563819,1371.347656,193.4161987,13.11674023,-39.85174942,638.8641357
1400,250,0.99300873,1378.934937,193.68396,13.40696907,-39.82261658,638.4216309
1405,250,0.99410921,1386.647949,193.8610535,13.69628716,-39.79502487,637.960144
1410,250,0.99381262,1394.393555,194.1296234,13.9851675,-39.76443481,637.4940186
1415,250,0.99398136,1401.930786,194.2993774,14.27419376,-39.73867798,637.0592041
1420,250,0.99454975,1408.931641,194.6571503,14.56492138,-39.71226501,636.7051392
1425,250,0.99151003,1415.226685,195.0208893,14.85770798,-39.6920929,636.4563599
1430,250,0.99268275,1419.725342,195.0568848,15.15636635,-39.69796753,636.4760132
1435,250,0.99201989,1423.371826,195.2148895,15.45829391,-39.70799637,636.62323
1440,250,0.98689735,1426.984619,195.4251251,15.7604475,-39.71676254,636.7750855
1445,250,0.98758435,1430.355957,195.6175232,16.0637207,-39.72826767,636.9633179
1450,250,0.98800564,1433.653198,195.8149109,16.36741447,-39.74030685,637.1626587
1455,250,0.99328446,1437.003784,195.9946289,16.67111588,-39.75236511,637.3537598
1460,250,0.99271816,1440.318359,196.1339569,16.97507858,-39.76595688,637.550415
1465,250,0.99317455,1443.714722,196.18367,17.27881241,-39.78144455,637.7345581
1470,250,0.99221247,1447.096436,196.3222656,17.58281326,-39.79442215,637.9207764
1475,250,0.98883522,1450.520996,196.5691223,17.88695145,-39.80380249,638.100647
1480,250,0.9913004,1453.785767,196.8658447,18.19201088,-39.81315231,638.3048096
1485,250,0.99009752,1457.230225,197.0105438,18.49625397,-39.82534409,638.4812012
1490,250,0.98753977,1460.747314,197.1208649,18.8003521,-39.83791351,638.6469116
1495,250,0.98983568,1464.026489,197.2605743,19.10570145,-39.85177612,638.8483887
1500,250,0.98637164,1467.371338,197.3889465,19.41096497,-39.86539459,639.0401001
1505,250,0.99120861,1470.724854,197.6525726,19.71644783,-39.87486649,639.2302856
1510,250,0.99126583,1474.055298,197.7946167,20.02209091,-39.88818741,639.4238892
1515,250,0.99238187,1477.376099,197.8395386,20.32787514,-39.90447235,639.6188355
1520,250,0.9919036,1480.650146,198.0037079,20.63422394,-39.91765976,639.8210449
1525,250,0.98808807,1484.000732,198.2492371,20.94044876,-39.92770004,640.0115356
1530,250,0.99047297,1487.342407,198.3957825,21.24679184,-39.94076157,640.2033691
1535,250,0.53958058,1485.229126,196.1128235,21.57894897,-40.07710648,641.2247315
1540,250,0.52783394,1484.807251,194.7732697,21.9042511,-40.16983032,641.991333
1545,250,0.92969769,1497.067017,198.349762,22.1679306,-39.99721527,640.8236084
1550,250,0.94547975,1498.668823,198.858078,22.48471069,-40.0156517,641.2811279
1555,250,0.96788913,1502.945923,199.6160584,22.78755188,-40.00170517,641.3302612
1560,250,0.9867664,1508.698486,199.4650879,23.08146858,-40.00120544,641.1532593
1565,250,0.9980458,1513.778687,199.635376,23.37928581,-39.99732208,641.0788574
1570,250,0.99782354,1518.857422,199.8452454,23.67702675,-39.99225616,641.0044556
1575,250,0.99834669,1523.926392,200.0387421,23.97476387,-39.98773956,640.9312134
1580,250,0.99859601,1528.995239,200.2029114,24.27234268,-39.98409653,640.8577271
1585,250,0.99850118,1534.078857,200.4432068,24.56988144,-39.97801971,640.7818604
1590,250,0.99871516,1539.15271,200.6696625,24.8673954,-39.97242737,640.7072144
1595,250,0.9983058,1544.16626,200.8140259,25.16509628,-39.96983337,640.6414185
1600,250,0.99833649,1549.266479,201.029419,25.4622364,-39.96428299,640.5619507
1605,250,0.99857658,1554.364502,201.2638245,25.75930786,-39.9581604,640.482666
1610,250,0.99859565,1559.43689,201.4454956,26.05640793,-39.95384216,640.4070435
1615,250,0.99822497,1564.455933,201.6150513,26.35380554,-39.9503746,640.3393555
1620,250,0.99827409,1569.497192,201.8629608,26.65101814,-39.94432068,640.2680054
1625,250,0.99813294,1574.544312,202.0687408,26.94810295,-39.9394722,640.1954956
1630,250,0.9982214,1579.595581,202.2298279,27.24499321,-39.93588638,640.1219482
1635,250,0.99850559,1584.629028,202.4083252,27.54199982,-39.93193436,640.0510254
1640,250,0.99829191,1589.696655,202.6473541,27.83870125,-39.92583084,639.9744873
1645,250,0.99831337,1594.765747,202.8542786,28.13528252,-39.9206543,639.8973999
1650,250,0.99812436,1599.790771,203.0493774,28.43206024,-39.91621017,639.8267212
1655,250,0.99764341,1604.770874,203.220108,28.72909355,-39.91293335,639.7629395
1660,250,0.99784428,1609.837769,203.3905335,29.02541924,-39.90881348,639.6853638
1665,250,0.99800342,1614.942627,203.5966797,29.32139969,-39.90324402,639.6018066
1670,250,0.99807841,1619.947144,203.7721863,29.61799812,-39.89952469,639.5333252
1675,250,0.99768782,1624.963989,203.9902191,29.91454124,-39.89440536,639.4628296
1680,250,0.99773794,1629.961182,204.1985016,30.2110424,-39.88971329,639.3947754
1685,250,0.99744362,1634.975464,204.4089356,30.50735092,-39.88478851,639.3239136
1690,250,0.99802321,1640.009888,204.6042786,30.803442,-39.88011169,639.2497559
1695,250,0.99805033,1645.071899,204.8008575,31.09921455,-39.87513351,639.1712647
1700,250,0.99825054,1650.107666,205.0002747,31.39519119,-39.87030411,639.0964356
1705,250,0.99814308,1655.086914,205.2217712,31.69143295,-39.86528778,639.0297852
1710,250,0.99632907,1660.133423,205.361145,31.98701859,-39.86210632,638.9526978
1715,250,0.99745655,1665.140015,205.5561676,32.28292084,-39.8576088,638.8815308
1720,250,0.99727821,1670.089478,205.6946259,32.57909393,-39.85531998,638.8186646
1725,250,0.99797809,1675.088379,205.8930664,32.87488556,-39.85076141,638.7481079
1730,250,0.99757719,1680.087769,206.1215057,33.17061996,-39.84527206,638.6772461
1735,250,0.99741781,1685.131348,206.3705139,33.46593094,-39.83873367,638.5992432
1740,250,0.99831837,1690.075439,206.5664825,33.7619133,-39.83470535,638.5363159
1745,250,0.99809015,1695.083374,206.787323,34.05725479,-39.82929611,638.4630127
1750,250,0.99664021,1700.114258,206.9718781,34.3523407,-39.82474518,638.3860474
1755,250,0.95492983,1705.404419,207.1206513,34.64519882,-39.81884766,638.2694092
1760,250,0.63141143,1710.889893,206.1019592,34.93513489,-39.84614182,638.1219482
1765,250,0.26050538,1716.05957,200.6528778,35.22307587,-40.00925827,638.0194092
1770,250,0.45376408,1746.112793,204.6397858,35.30975723,-39.6582756,634.1416626
1775,250,0.98760879,1753.092163,208.4738312,35.58952713,-39.52681732,633.7710571
1780,250,0.9915399,1760.689209,208.7492523,35.86027145,-39.49584961,633.3053589
1785,250,0.99314445,1767.927612,208.944809,36.133564,-39.4705658,632.8937988
1790,250,0.99283242,1774.735107,209.1177673,36.4102211,-39.44992065,632.5473023
1795,250,0.99460804,1781.210693,209.3314972,36.68942642,-39.43108368,632.2504273
1800,250,0.99344695,1787.430908,209.6089783,36.97071457,-39.41268921,631.9921265
1805,250,0.99565631,1793.556885,209.8830719,37.25257874,-39.39524841,631.7476807
1810,250,0.99601477,1799.510376,210.0597992,37.53560257,-39.38226318,631.5288696
1815,250,0.9965384,1805.215576,210.1976776,37.82065964,-39.37271118,631.3473511
1820,250,0.99672127,1810.898438,210.5503998,38.10590363,-39.35691452,631.1688232
1825,250,0.99649191,1816.316162,210.7155762,38.39325333,-39.34914017,631.0299072
1830,250,0.99624562,1821.653687,210.8362732,38.68114471,-39.34341049,630.902771
1835,250,0.99622536,1826.839844,211.0735626,38.97040939,-39.33555984,630.7980957
1840,250,0.99621236,1831.961792,211.3191834,39.26009369,-39.32802582,630.7026978
1845,250,0.99632424,1836.981445,211.5144959,39.55068588,-39.32291794,630.6224976
1850,250,0.99569243,1841.92688,211.694046,39.84179306,-39.31893158,630.5531006
1855,250,0.99517769,1846.779785,211.8722076,40.13380432,-39.31583023,630.4974976
1860,250,0.99581349,1851.564697,212.0136414,40.42628479,-39.31440735,630.4515991
1865,250,0.99515706,1856.176514,212.2494965,40.72047806,-39.3117485,630.4315796
1870,250,0.99625158,1860.709717,212.3957672,41.01535416,-39.31246185,630.4230957
1875,250,0.99600142,1865.132935,212.5692139,41.31122589,-39.31333923,630.4307251
1880,250,0.99469954,1869.461792,212.7842102,41.6081543,-39.31383514,630.4523926
1885,250,0.99459928,1873.788696,212.8817444,41.90498352,-39.31784439,630.4743042
1890,250,0.99374211,1877.864502,213.0618591,42.20437622,-39.32165527,630.5333252
1895,250,0.99266535,1881.859009,213.3393402,42.50479889,-39.32331467,630.6047974
1900,250,0.99384785,1885.858276,213.5661316,42.80518723,-39.32643127,630.6754761
1905,250,0.99408418,1889.618042,213.773346,43.10801697,-39.33230209,630.7816773
1910,250,0.99391586,1893.330933,213.973999,43.41137695,-39.33877182,630.8947754
1915,250,0.99369377,1896.915283,214.0835571,43.71615982,-39.34915543,631.0272827
1920,250,0.99198991,1900.297852,214.2824097,44.02325821,-39.35871124,631.1900635
1925,250,0.98705876,1903.676514,214.3666077,44.33039856,-39.37172318,631.3532715
1930,250,0.28295159,1881.249756,209.3802338,44.91005707,-39.77613449,635.4353638
1935,250,0.62975967,1876.164673,209.6776123,45.31210709,-39.86232758,636.8987427
1940,250,0.37193882,1877.268799,210.0377045,45.6477356,-39.88871384,637.4154053
1945,250,0.25159281,1980.450317,217.6170197,44.88182449,-38.76208496,622.5611572
1950,250,0.61820638,1870.586792,216.0282745,46.42562866,-39.86602783,639.8289795
1955,250,0.53545463,1900.892212,211.2270203,46.42964172,-39.77366257,635.8434448
1960,250,0.60271096,1913.682861,213.5758362,46.63591766,-39.63074493,634.569458
1965,250,0.88048697,1916.577515,208.7679596,46.94579697,-39.79545212,634.8041382
1970,250,0.92531872,1919.485962,214.3797913,47.26638412,-39.64670563,635.0437012
1975,250,0.97216827,1923.639893,215.8853302,47.568573,-39.6097374,635.0894775
1980,250,0.99343377,1927.86731,215.9006195,47.86862564,-39.61696243,635.1235352
420,255,0.99813753,299.4020691,157.1362915,-46.66849899,-40.79149628,658.467041
425,255,0.9980495,304.9497986,157.3084106,-46.3543129,-40.78783798,658.3875732
430,255,0.99806762,310.4958496,157.5656433,-46.04019165,-40.7816658,658.3079224
435,255,0.99779528,316.044281,157.8231354,-45.72608948,-40.7754364,658.2276001
440,255,0.99678499,321.7859192,158.1709595,-45.40989304,-40.76478958,658.1179199
445,255,0.9960385,327.4185486,158.3600769,-45.09511185,-40.75975037,658.0239868
450,255,0.9977203,332.6929932,158.4440002,-44.78416824,-40.76107407,657.9841309
455,255,0.99824792,338.1347351,158.6852417,-44.47135925,-40.7562294,657.9188843
460,255,0.99832648,343.6711121,158.8962097,-44.15764999,-40.75138855,657.8389893
465,255,0.99816895,349.1983948,159.1618042,-43.84409714,-40.74499893,657.7600708
470,255,0.99797273,354.8074646,159.3809357,-43.52975845,-40.73920059,657.668457
475,255,0.99768913,360.3331299,159.5683289,-43.21633911,-40.73508835,657.5891724
480,255,0.9978531,365.8916321,159.7601318,-42.90268326,-40.73050308,657.5044556
485,255,0.99779242,371.3588257,159.9634399,-42.58994293,-40.72642136,657.4334717
490,255,0.99813426,376.8797607,160.210434,-42.27671432,-40.72053909,657.3539429
495,255,0.99831057,382.3938599,160.4301758,-41.96360016,-40.71549606,657.2753296
500,255,0.99836123,387.8728943,160.5591736,-41.65097046,-40.71342468,657.201416
505,255,0.99838293,393.3640137,160.7488861,-41.3382225,-40.70942688,657.1256104
510,255,0.99761659,398.9276733,161.0054932,-41.02476501,-40.70278168,657.0385132
